Goles,Tiros Totales,xG,npxG,xAG,xA,Acciones_que_crean_tiros,Pases_progresivos,Pases_medios_completados,Pases_largos_completados,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Faltas_cometidas,Duelos_aereos_ganados,Veces_que_fue_barrido_regate,Toques_en_zona_ofensiva,Toques_en_area_rival,Pases_recibidos,Pases_progresivos_recibidos,Acarreos_ultimo_tercio,Regates_exitosos,Malos_controles,Perdida_balon,Centros,market_value_million_eur,age_years,GK,DF,MF,FW,nat_Other,nat_ar ARG,nat_be BEL,nat_br BRA,nat_ci CIV,nat_eng ENG,nat_es ESP,nat_fr FRA,nat_it ITA,nat_nl NED,nat_pt POR
0,3,0.0,0.0,0.5,0.8,17,48,197,27,46,510,148,1,33,527,3,44,0,18,10,9,173,11,453,35,18,7,18,8,33,1.5,32.11232876712329,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,13,1.4,1.4,1.1,1.1,48,57,252,47,29,650,119,3,29,620,1,34,0,13,28,14,275,39,547,82,17,19,14,11,29,30.0,26.09041095890411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,0.30000000000000004,0.30000000000000004,0.1,0.5,13,49,96,43,32,277,6,1,3,247,2,5,0,14,2,4,90,2,250,9,14,8,8,6,3,8.0,21.21095890410959,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,7,0.30000000000000004,0.30000000000000004,1.4,0.9,22,63,214,23,58,650,111,2,16,653,2,49,2,14,17,18,204,15,579,44,28,31,18,20,16,20.0,24.767123287671232,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,0.1,0.1,0.5,0.5,13,32,143,42,36,390,47,0,17,335,1,38,2,18,24,7,77,12,252,7,3,6,7,9,17,1.8,33.24383561643835,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0.1,0.1,1.1,1.7000000000000002,18,65,238,43,48,551,107,4,23,524,2,36,0,8,11,6,142,5,453,25,7,9,17,3,23,1.0,32.78082191780822,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,12,1.0,1.0,0.6000000000000001,0.2,26,59,215,30,41,532,12,0,5,491,0,13,0,8,15,8,109,12,443,19,10,9,14,4,5,7.5,28.295890410958904,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
9,56,6.6000000000000005,5.8,3.0,2.5,74,62,159,39,31,619,71,2,81,514,4,14,2,24,18,52,540,91,734,154,49,55,85,43,81,20.0,27.646575342465752,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,12,0.4,0.4,1.1,1.3,32,57,304,48,43,700,139,0,62,637,2,29,1,15,12,27,288,26,625,87,39,27,45,13,62,24.0,26.4986301369863,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,5,0.0,0.0,1.4000000000000001,1.1,28,23,106,29,18,285,106,0,40,283,0,33,1,9,16,11,176,13,231,42,16,12,17,6,40,4.0,25.339726027397262,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,36,5.3,5.3,0.4,0.5,16,8,19,1,10,178,1,0,4,105,0,16,0,22,55,13,177,65,275,76,7,10,48,23,4,16.0,27.846575342465755,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,42,6.1000000000000005,6.1000000000000005,2.6,1.2,33,41,52,11,24,272,30,3,4,214,2,16,0,24,35,31,236,90,379,78,20,16,52,40,4,40.0,27.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,4,0.2,0.2,1.6,1.1,5,7,27,2,4,74,3,0,0,71,0,2,0,1,6,2,28,11,68,15,0,3,2,1,0,5.0,27.852054794520548,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0.0,0.0,0.0,2,0,8,14,3,24,10,0,0,22,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,1.0,31.983561643835618,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,0.7,0.7,0.0,0.0,0,2,3,0,0,14,1,0,3,10,0,0,0,1,1,4,22,1,18,4,3,1,3,1,3,25.0,26.235616438356164,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,4,0.4,0.4,0.30000000000000004,0.2,7,15,60,19,5,156,16,0,12,146,1,2,0,4,3,2,63,5,139,6,5,7,4,1,12,30.0,27.002739726027396,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,1,6,37,5,7,67,1,0,0,66,0,7,2,1,1,1,1,0,55,0,0,1,1,0,0,7.0,28.2986301369863,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,46,7.800000000000001,5.4,1.1,0.6000000000000001,30,16,54,17,9,231,20,2,7,172,3,5,0,18,26,18,213,85,309,93,8,9,32,20,7,35.0,25.202739726027396,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,15,2.4,2.4,0.5,0.30000000000000004,18,5,16,7,4,85,10,0,2,70,2,7,0,6,15,7,76,32,105,29,4,1,6,5,2,3.5,33.512328767123286,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,22,0.9,0.9,4.0,4.0,63,62,146,62,35,421,88,8,93,389,3,1,1,5,3,19,319,21,422,66,30,21,25,25,93,25.0,25.484931506849314,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3,77,6.1000000000000005,5.3,3.7,2.7,94,65,205,50,38,596,122,8,80,534,15,7,3,5,7,51,444,63,646,105,34,46,35,34,80,55.0,26.84931506849315,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2,32,4.0,4.0,1.5999999999999999,0.8,25,12,44,10,8,160,11,2,4,130,0,7,0,20,18,16,143,53,205,60,20,11,27,13,4,18.0,25.986301369863014,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,4,0.2,0.2,0.3,0.0,4,25,169,31,28,304,18,0,2,289,1,14,0,6,11,2,21,7,273,1,5,5,1,1,2,30.0,26.81095890410959,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4,42,2.2,2.2,5.2,5.8,116,242,1024,186,204,2238,86,6,34,2000,8,48,2,42,86,50,682,66,1968,96,62,38,62,40,34,50.0,25.86027397260274,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2,8,0.8,0.8,2.2,1.0,36,34,98,16,18,262,14,0,2,226,4,12,0,18,12,12,106,28,250,22,22,10,10,8,2,5.0,22.526027397260275,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
0,2,0.6,0.6,0.0,0.0,6,13,127,23,14,244,31,0,2,240,1,12,0,8,10,3,28,4,222,1,3,3,2,3,2,3.0,31.443835616438356,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,7,0.5,0.5,0.6,0.8999999999999999,12,15,32,4,8,98,17,0,19,87,0,1,0,1,3,6,92,8,109,20,10,4,6,7,19,25.0,25.65205479452055,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,7,0.2,0.2,0.6,0.30000000000000004,14,41,182,34,42,490,13,0,5,421,3,25,0,21,21,11,108,7,402,8,15,10,14,6,5,25.0,27.564383561643837,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,10,0.7000000000000001,0.7000000000000001,0.6000000000000001,0.6,21,33,60,18,21,193,37,5,33,147,3,13,1,6,8,7,107,12,180,19,6,11,13,7,33,3.0,28.775342465753425,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,34,3.5,2.8000000000000003,2.7,3.1,49,70,128,19,43,520,48,9,41,439,1,1,0,18,12,30,387,41,592,106,50,24,37,21,41,28.0,20.16986301369863,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,4,0.30000000000000004,0.30000000000000004,0.2,0.4,12,15,41,6,11,114,4,0,8,101,1,0,1,6,2,3,71,12,116,18,16,5,11,6,8,14.0,25.602739726027398,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,2,0.0,0.0,0.2,0.0,17,33,121,20,28,374,4,0,4,300,2,19,1,25,10,10,65,4,256,16,5,8,12,16,4,3.0,27.334246575342465,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,23,1.1,1.1,2.8000000000000003,2.9,63,97,264,53,87,870,59,5,61,731,5,57,3,29,49,21,375,49,737,69,17,30,45,36,61,32.0,22.528767123287672,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0.0,0.0,0.5,0.7,5,2,9,3,1,21,3,0,2,19,0,0,0,0,2,0,11,2,15,1,1,2,0,0,2,1.5,30.934246575342467,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,7,2.5,2.5,0.4,0.0,9,6,11,2,5,41,4,0,1,38,1,0,0,7,2,7,30,14,50,17,0,1,6,4,1,22.0,21.915068493150685,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7,28,7.4,7.4,1.6,0.2,17,5,29,2,2,131,13,0,0,120,1,16,0,18,13,12,113,45,179,45,11,5,23,12,0,25.0,22.243835616438357,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1,14,1.1,0.4,1.9,1.6,37,47,169,34,31,431,116,0,59,382,0,49,3,9,11,20,217,17,356,43,19,8,14,3,59,3.0,26.4027397260274,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7,0.30000000000000004,0.30000000000000004,0.6000000000000001,0.8,19,39,188,16,26,451,60,0,28,445,3,32,0,18,15,9,174,15,409,42,13,6,9,8,28,10.0,26.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0,2,2,0,0,6,0,0,0,5,0,0,0,1,0,2,5,0,7,1,0,0,1,0,0,15.0,28.087671232876712,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,8,0.4,0.4,0.4,0.6000000000000001,22,40,190,47,38,435,121,1,28,428,0,42,1,13,25,8,211,23,365,34,12,9,21,9,28,8.0,24.9013698630137,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,0,1,2,0,0,5,4,0,1,5,0,0,0,0,1,1,7,1,5,1,1,0,0,0,1,2.0,30.67945205479452,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,20,2.4,2.4,0.5,0.6,33,61,153,9,35,431,16,2,7,406,0,8,0,7,3,11,216,25,409,44,19,7,10,10,7,30.0,24.805479452054794,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,11,0.5,0.5,0.1,0.1,17,44,294,98,45,678,60,3,2,636,3,61,0,4,25,4,31,4,539,1,7,18,11,3,2,20.0,27.936986301369863,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,1,5,124,14,4,208,7,0,0,188,1,20,0,1,7,3,4,2,181,0,0,6,5,2,0,4.0,19.835616438356166,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,11,1.4,1.4,0.0,0.0,2,3,2,2,0,21,2,0,1,17,0,1,0,4,5,3,29,10,39,12,1,2,5,2,1,35.0,18.813698630136987,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,9,1.6,1.6,0.1,0.0,1,4,9,0,2,54,1,1,1,38,0,4,0,3,14,10,50,14,73,10,1,1,7,7,1,10.0,27.654794520547945,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,7,1.1,1.1,0.2,0.2,7,50,266,37,39,474,30,2,1,440,1,41,0,15,20,4,32,12,376,3,3,8,9,5,1,20.0,23.627397260273973,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0.0,0.0,0.0,0.0,2,20,81,9,20,168,8,1,3,157,1,2,0,4,2,2,29,1,152,2,8,2,1,2,3,18.0,24.865753424657534,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,0.1,0.1,0.0,0.0,1,9,36,14,10,79,5,0,0,69,1,3,0,5,5,0,8,2,58,1,2,2,3,0,0,2.0,26.84109589041096,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0.2,0.2,0.0,0.0,1,3,42,6,8,92,6,0,0,89,1,8,0,2,2,0,4,2,75,0,2,3,0,0,0,2.0,30.46849315068493,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6,0.5,0.5,0.3,0.8,11,34,170,17,48,364,21,1,3,358,0,12,0,8,7,2,89,8,318,7,4,4,4,3,3,18.0,24.353424657534248,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3,22,1.3,1.3,1.2000000000000002,1.0,26,23,79,14,7,349,8,1,18,288,2,7,1,12,12,15,234,42,347,98,21,15,22,15,18,15.0,21.4027397260274,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7,26,3.7,3.7,0.30000000000000004,0.1,13,8,41,10,7,205,16,0,6,147,1,8,0,6,29,13,122,39,228,37,9,6,23,9,6,7.0,25.06027397260274,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,3,0.1,0.1,0.5,0.5,5,2,12,5,3,46,3,0,7,35,0,0,0,3,1,2,41,11,49,14,1,2,5,0,7,5.0,18.112328767123287,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,14,0.6000000000000001,0.6000000000000001,0.9,1.3,19,19,53,7,8,240,18,2,38,207,1,1,1,5,3,17,220,30,248,88,10,26,13,8,38,55.0,18.17808219178082,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,4,0.2,0.2,0.2,0.1,7,14,118,12,14,246,29,0,2,215,0,38,1,1,23,6,39,11,189,4,2,3,0,2,2,7.0,31.506849315068493,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0.0,0.0,0.1,0,0,0,0,0,5,0,0,0,1,0,1,0,0,6,2,7,2,9,1,0,0,2,0,0,0.2,22.575342465753426,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0.0,0.0,0.0,0.0,1,4,51,14,5,88,11,0,0,88,0,19,0,1,3,0,3,0,71,0,0,2,2,0,0,7.0,22.898630136986302,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5,0.2,0.2,0.4,0.4,6,0,6,0,0,31,2,1,0,25,0,1,0,1,5,3,32,11,34,7,1,4,5,3,0,25.0,20.389041095890413,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,25,4.7,3.9,0.8,0.8,31,9,23,4,5,133,1,3,0,91,1,8,0,14,18,8,138,50,170,45,7,7,23,12,0,35.0,25.632876712328766,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10,52,7.1,7.1,4.2,3.9000000000000004,75,63,116,10,38,433,15,8,26,331,3,15,0,32,26,43,348,105,542,126,36,48,55,58,26,25.0,23.876712328767123,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
0,2,0.2,0.2,0.0,0.1,5,18,224,18,23,424,53,1,1,438,0,40,1,2,17,5,33,6,370,7,2,6,6,5,1,35.0,27.526027397260275,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,11,1.1,1.1,0.2,1.0,11,57,126,15,31,356,13,3,9,327,1,8,0,0,4,1,130,17,337,20,12,5,5,6,9,40.0,29.08219178082192,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,14,1.6,1.6,0.30000000000000004,0.30000000000000004,15,37,296,64,48,636,28,1,3,556,1,42,0,7,17,3,56,12,542,7,11,8,3,1,3,7.0,33.40821917808219,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,9,0.5,0.5,0.2,0.4,6,23,92,13,15,253,36,0,7,236,0,11,0,14,8,10,114,12,215,26,9,10,14,16,7,6.0,24.52054794520548,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0.0,0.0,0.1,0,6,25,4,2,71,15,0,4,63,0,13,0,2,6,3,32,3,59,10,2,1,3,2,4,1.8,29.312328767123287,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,0.0,0.0,0.1,0.1,3,5,12,2,2,49,12,1,6,45,1,1,0,1,2,5,48,4,49,7,1,1,4,1,6,14.0,22.252054794520546,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,16,2.1,2.1,1.6,1.7000000000000002,43,39,116,32,17,390,51,3,46,337,6,9,2,18,11,32,235,41,440,83,21,18,51,27,46,14.0,21.693150684931506,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
10,36,7.5,5.9,1.7000000000000002,1.5,34,21,76,15,12,364,36,3,20,271,1,21,0,32,39,29,279,82,422,100,9,21,46,26,20,20.0,22.75068493150685,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,23,1.5,1.5,2.3,1.5,36,35,97,22,27,322,52,6,33,277,2,12,0,21,18,32,192,26,334,51,16,21,37,27,33,20.0,20.41917808219178,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
0,14,0.9,0.9,1.5,2.2,46,98,297,64,84,812,67,2,10,775,3,30,0,14,19,11,198,18,697,23,27,10,18,6,10,25.0,25.895890410958906,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0.4,0.4,0.5,0.1,7,17,133,25,27,322,84,0,1,331,1,26,1,7,11,0,21,4,249,0,4,9,4,3,1,2.5,27.312328767123287,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,19,0.7000000000000001,0.7000000000000001,1.6,1.1,26,47,129,23,33,341,12,2,11,291,1,14,0,16,7,17,120,16,318,31,14,15,14,8,11,6.0,23.5013698630137,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0.0,0.0,0.0,0.1,0,11,107,27,6,195,14,0,1,184,0,23,0,2,12,0,6,2,154,1,0,4,2,0,1,3.6,28.421917808219177,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0.1,0.1,0.2,0.1,3,1,2,1,1,5,0,0,0,5,0,1,0,1,0,1,4,0,6,0,0,0,1,1,0,14.0,27.564383561643837,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,8,0.4,0.4,0.3,0.4,12,11,39,8,3,130,18,0,24,108,0,4,0,3,2,2,95,9,120,31,2,2,3,2,24,50.0,27.46027397260274,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,8,0.6000000000000001,0.6000000000000001,0.3,0.2,9,28,298,22,20,508,15,0,1,495,1,19,1,7,15,5,22,9,449,5,4,6,2,5,1,24.0,26.706849315068492,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,40,5.2,5.2,4.8,3.0,80,82,276,44,48,936,54,10,40,782,12,24,0,36,26,38,462,82,914,140,38,42,76,34,40,28.0,21.775342465753425,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0.0,0.0,0.1,0.0,2,2,9,8,3,29,2,0,0,23,0,1,0,2,1,1,3,0,23,1,0,0,3,0,0,1.4,19.035616438356165,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,0.4,0.4,0.0,0.1,5,7,39,5,5,88,11,0,5,86,1,13,0,2,2,3,41,6,82,15,0,2,4,1,5,25.0,25.07123287671233,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,1,5,13,2,2,40,7,0,1,43,0,0,0,0,1,0,17,0,36,3,1,1,1,0,1,14.0,29.232876712328768,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,18,3.2,3.2,1.9,2.6,30,35,89,18,31,341,14,2,18,294,2,3,0,16,9,16,221,29,349,49,13,18,21,9,18,50.0,22.01095890410959,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1,15,2.9,2.9,1.2000000000000002,1.1,14,11,23,2,3,93,9,0,1,83,1,2,0,0,4,3,100,28,125,24,3,3,12,8,1,40.0,25.194520547945206,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0.0,0.0,0.5,0.3,2,3,59,11,6,95,13,1,1,99,0,8,1,0,3,0,4,0,78,0,0,2,2,0,1,20.0,27.375342465753423,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0.1,0.1,0.0,0.0,3,4,47,2,4,77,19,0,1,85,0,2,0,4,4,2,11,1,69,2,0,0,0,1,1,3.2,21.734246575342464,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7,0.30000000000000004,0.30000000000000004,0.4,0.1,11,11,49,0,8,137,1,0,2,119,1,4,0,3,2,6,79,15,132,31,6,10,5,11,2,7.5,24.254794520547946,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0.0,0.7,0.30000000000000004,13,22,92,19,22,319,63,0,29,284,4,21,0,4,7,6,106,3,244,27,11,5,6,2,29,0.3,35.24383561643835,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0.0,0.0,0.4,0.1,11,23,73,18,19,149,7,1,1,131,0,1,0,3,5,1,24,0,118,2,3,3,1,0,1,2.0,29.778082191780822,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,8,0.2,0.2,0.0,0.1,4,16,98,24,16,196,15,0,1,172,0,14,0,3,9,1,17,2,149,3,5,3,1,0,1,2.5,33.986301369863014,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,33,2.2,2.2,1.1,1.8,37,73,128,31,52,589,19,6,50,439,6,20,0,9,33,18,349,54,584,100,28,14,13,18,50,2.0,34.46027397260274,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2,40,5.0,3.4000000000000004,2.0,3.0,62,72,162,54,48,558,90,4,140,418,6,10,0,10,10,54,440,70,668,144,38,40,60,36,140,5.0,32.07123287671233,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3,17,2.0,2.0,0.0,0.1,11,7,15,2,4,78,4,0,4,56,1,0,0,4,3,8,72,24,116,39,7,4,21,7,4,18.0,23.832876712328765,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,6,0.2,0.2,0.1,0.30000000000000004,11,42,195,33,44,445,15,2,1,410,2,11,0,12,11,4,65,3,377,8,9,7,6,10,1,8.0,26.153424657534245,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,6,0.4,0.4,0.5,0.5,23,58,186,21,43,653,103,0,30,644,1,41,1,6,14,13,305,18,568,88,25,5,9,4,30,18.0,25.775342465753425,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0.1,0.1,0.1,0.2,6,10,113,14,10,206,5,0,1,192,0,14,0,1,9,0,15,2,169,2,3,3,2,0,1,3.0,37.14794520547945,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0.2,0.2,0.3,0.2,1,0,5,0,1,23,3,0,1,21,0,3,0,2,3,2,18,8,26,8,0,2,4,3,1,10.0,16.767123287671232,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
0,11,0.9,0.9,1.6,1.8,17,10,56,6,6,171,6,0,19,140,0,2,0,7,2,16,133,32,198,57,8,13,16,4,19,28.0,22.443835616438356,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0,0.0,0.0,0.0,5,1,8,3,1,36,2,0,4,24,0,0,0,1,4,4,27,2,37,11,3,1,4,3,4,3.0,22.665753424657535,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0.0,0.0,0.3,0.2,3,4,8,1,3,28,3,1,1,18,0,3,0,2,2,1,12,1,26,5,0,1,1,1,1,0.8,30.956164383561642,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4,24,3.3,3.3,1.4000000000000001,1.4,17,12,27,1,9,128,13,2,2,103,1,5,0,13,23,10,99,33,190,47,5,3,25,18,2,3.0,25.698630136986303,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,8,0.0,0.0,1.6,1.4000000000000001,28,60,283,75,51,618,207,3,31,632,5,82,3,23,27,13,200,4,486,31,23,18,16,6,31,2.5,30.378082191780823,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0.0,0.0,0.0,0.0,1,1,3,0,1,13,1,0,0,12,0,1,0,0,1,1,7,1,9,1,1,0,0,0,0,0.6,22.567123287671233,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0.0,0.0,0.1,0.0,2,1,2,0,0,13,0,0,0,6,0,2,0,5,4,3,18,4,11,1,2,2,4,1,0,1.3,25.52054794520548,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,12,0.6000000000000001,0.6000000000000001,0.7000000000000001,0.8999999999999999,20,51,164,19,32,391,92,1,36,387,0,20,1,13,10,14,223,25,375,65,22,10,10,7,36,7.0,25.81917808219178,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,14,2.6,2.6,0.7000000000000001,0.5,12,14,31,3,6,136,1,1,3,110,1,8,0,10,9,5,114,33,146,40,3,7,9,8,3,32.0,27.756164383561643,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,41,5.3,5.3,4.7,4.2,64,35,101,22,8,513,11,4,80,368,5,16,0,14,15,50,508,147,571,221,28,31,38,30,80,55.0,23.934246575342467,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,1,20,154,31,21,290,15,0,1,270,0,24,0,6,9,2,15,1,249,0,0,4,3,2,1,3.0,26.49041095890411,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5,0.7,0.7,1.4,1.2000000000000002,43,39,165,29,36,449,111,1,33,449,1,21,1,13,10,6,212,21,392,57,20,15,10,9,33,4.0,27.715068493150685,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,6,0.30000000000000004,0.30000000000000004,2.8,2.2,32,69,256,45,66,644,125,1,30,590,2,35,0,9,16,12,169,16,545,40,16,8,7,6,30,4.0,25.38082191780822,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.0,0.0,0.0,0.0,0,15,85,13,6,186,18,0,0,181,0,13,0,3,13,1,4,2,149,1,0,2,2,2,0,2.0,25.063013698630137,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,0.5,0.5,0.0,0.0,4,24,141,23,18,293,11,0,1,262,0,42,0,7,12,3,24,9,244,1,2,4,2,2,1,3.0,29.602739726027398,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0.0,0.0,0.0,0.1,5,11,191,19,27,462,24,0,1,451,0,14,0,6,7,2,30,4,400,0,1,5,6,3,1,7.0,32.21369863013699,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,11,2.5,2.5,0.8,0.2,7,2,10,1,1,57,5,0,0,41,1,0,0,7,13,7,56,20,81,33,3,1,5,5,0,15.0,18.556164383561644,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
9,40,8.1,4.9,2.7,2.7,34,44,77,9,17,329,15,3,9,263,3,5,0,5,13,32,294,92,416,116,10,9,40,19,9,22.0,24.506849315068493,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5,44,4.2,4.2,2.3000000000000003,1.5,59,63,68,8,26,315,7,11,7,215,2,12,2,30,23,31,295,70,371,70,33,25,34,35,7,32.0,22.9013698630137,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,2,0.4,0.4,0.5,0.5,10,4,17,10,4,54,17,0,12,53,0,1,0,4,2,1,32,2,48,4,2,2,0,1,12,1.5,30.167123287671235,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,4,0.4,0.4,0.5,0.6,19,19,112,12,9,289,45,0,16,290,0,9,0,7,8,6,151,8,254,56,4,3,2,2,16,12.0,23.334246575342465,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,19,3.9,1.6,1.6,1.6,30,40,68,22,24,212,6,1,8,170,3,6,0,8,14,11,150,37,241,46,10,13,15,8,8,4.0,33.09041095890411,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
